stimulus_presentations_id,stimulus_block,stimulus_block_name,image_index,image_name,movie_frame_index,duration,start_time,end_time,start_frame,end_frame,is_change,is_image_novel,omitted,movie_repeat,flashes_since_change,trials_id,is_sham_change,active,stimulus_name
135,1,change_detection_behavior,1,im077,-99,0.2502099999999814,407.3196278311111,407.5698378311111,24012,24027,True,False,False,-99,0,20,False,True,Natural_Images_Lum_Matched_set_training_2017
136,1,change_detection_behavior,1,im077,-99,0.25017000000002554,408.0702678311111,408.3204378311111,24057,24072,False,False,False,-99,1,20,False,True,Natural_Images_Lum_Matched_set_training_2017
137,1,change_detection_behavior,1,im077,-99,0.2503899999999817,408.82085783111114,409.0712478311111,24102,24117,False,False,False,-99,2,20,False,True,Natural_Images_Lum_Matched_set_training_2017
138,1,change_detection_behavior,8,omitted,-99,0.25,409.57146783111114,409.82146783111114,24147,24162,False,,True,-99,2,20,False,True,Natural_Images_Lum_Matched_set_training_2017
139,1,change_detection_behavior,1,im077,-99,0.25018999999997504,410.32209783111114,410.5722878311111,24192,24207,False,False,False,-99,3,20,False,True,Natural_Images_Lum_Matched_set_training_2017
140,1,change_detection_behavior,1,im077,-99,0.2503300000000195,411.0726878311111,411.32301783111114,24237,24252,False,False,False,-99,4,20,False,True,Natural_Images_Lum_Matched_set_training_2017
141,1,change_detection_behavior,1,im077,-99,0.2503300000000195,411.8232978311111,412.07362783111114,24282,24297,False,False,False,-99,5,21,False,True,Natural_Images_Lum_Matched_set_training_2017
142,1,change_detection_behavior,1,im077,-99,0.2502099999999814,412.5739078311111,412.8241178311111,24327,24342,False,False,False,-99,6,21,False,True,Natural_Images_Lum_Matched_set_training_2017
143,1,change_detection_behavior,1,im077,-99,0.2501999999999498,413.32452783111114,413.5747278311111,24372,24387,False,False,False,-99,7,21,False,True,Natural_Images_Lum_Matched_set_training_2017
144,1,change_detection_behavior,1,im077,-99,0.2501100000000065,414.0752578311111,414.3253678311111,24417,24432,False,False,False,-99,8,21,False,True,Natural_Images_Lum_Matched_set_training_2017
145,1,change_detection_behavior,1,im077,-99,0.25022999999998774,414.8257578311111,415.0759878311111,24462,24477,False,False,False,-99,9,21,False,True,Natural_Images_Lum_Matched_set_training_2017
